,total,benign,malware,b-m
xorinccmpjz_,5300,0.1854,0.3913,-0.2059
movaddxorcalmovmovaddxorcalmov...,2908,0.051,0.2569,-0.2059
puscalpopcalmovxorpoppopret,2666,0.0372,0.2435,-0.2063
pusmovcalret,17009,0.8428,1.0492,-0.2064
movmovmovleamovjmp,6663,0.2616,0.4681,-0.2065
movpusmovmovmovcmpjz_,5327,0.1866,0.3931,-0.2065
movsubsubaddaddjmp,2048,0.0021,0.2091,-0.207
addmovincleacmpja_,2379,0.0206,0.2278,-0.2072
puspusleacalmovcmpjnz,3299,0.0723,0.2795,-0.2072
movdeccmpjnbleacmpjnz,2675,0.0372,0.2445,-0.2073
ldlisildcldeldcsubbr.,2013,0,0.2073,-0.2073
puspuscalandmovpuscalpopandmov...,3480,0.0823,0.2898,-0.2075
pusxorpopdivcmpjnbcalmovxorjmp,2827,0.0456,0.2531,-0.2075
movmovincincpuspusmovpuspuspus...,2016,0,0.2076,-0.2076
movaddaddaddaddaddaddsubjg_,2016,0,0.2076,-0.2076
movaddxorcalmovmovaddxorcalmov...,2721,0.0394,0.2473,-0.2079
decincmovjmp,2610,0.0332,0.2411,-0.2079
movsarleapusmovandpuscalpoppop...,3015,0.0556,0.2641,-0.2085
movmovmovmovmovxorcaladdpoppop...,2236,0.0119,0.2204,-0.2085
andmovcmpjle,5202,0.1782,0.3872,-0.209
pusmovaddpusxormovmovxorpuspus...,2546,0.029,0.238,-0.209
movpuspuscalpopmovjmp,3322,0.0725,0.2816,-0.2091
pusmovcallearet,2251,0.0124,0.2215,-0.2091
ldlcasldcldeldcsubbr.,2032,0,0.2092,-0.2092
puspuspuscalpopret,6822,0.269,0.4783,-0.2093
addcmpjmp,4229,0.1233,0.3327,-0.2094
puspuscalcmpjz_,15372,0.749,0.9588,-0.2098
sbbsbbret,3862,0.1024,0.3123,-0.2099
puspuscalcmpmovjz_,5910,0.2173,0.4276,-0.2103
puspuspuspuscaladdtesjs_,2097,0.0031,0.2134,-0.2103
xormovinccmpjb_,3268,0.0688,0.2792,-0.2104
pusmovmovmovmovcmpjnz,4178,0.1197,0.3305,-0.2108
xormovpoppopxorpopcallearet,3647,0.0898,0.3007,-0.2109
pusmovpuspuspuspuspuscalmovadd...,3112,0.0596,0.2708,-0.2112
lealealeamovcaltesjz_,2768,0.0403,0.2515,-0.2112
cmppusjnz,8808,0.3794,0.5909,-0.2115
leamovmovcmpja_,5024,0.1668,0.3783,-0.2115
addincmovcmpjle,2434,0.0213,0.2329,-0.2116
cmpjnbmovaddcmpmovjz_,2075,0.0011,0.2127,-0.2116
movpuspuspuscaltesjz_,6180,0.2316,0.4434,-0.2118
pusmovmovcalpuscalpoppopret,2164,0.0059,0.2179,-0.212
movpusmovcalret,6880,0.2708,0.4829,-0.2121
puspuspuscalmovpoppoptesjz_,2904,0.0473,0.2596,-0.2123
puscaladdpopmovmovmovmovpuspus...,2063,0,0.2124,-0.2124
nopldlldsldccalldcceqstlldlbrf...,2072,0.0005,0.213,-0.2125
movcmpjnbmovmovandcmpjnz,2129,0.0036,0.2162,-0.2126
leacaltesjmp,2197,0.0074,0.2201,-0.2127
xorpoppoplearet,7427,0.301,0.514,-0.213
movpusleamovinctesjnz,4387,0.13,0.3434,-0.2134
leapuspuspuspuscalmovtesjz_,3267,0.067,0.2806,-0.2136
inctesjle,3998,0.1079,0.3218,-0.2139
ldlldlldestlldcstlldlcalnopldl...,2080,0,0.2142,-0.2142
xormovpusmovshlmovtesjz_,4485,0.1347,0.3496,-0.2149
movpuscaladdcmpjg_,2482,0.0221,0.2372,-0.2151
cmpjnbmovcmpmovjz_,4376,0.1284,0.3436,-0.2152
movxadjnz,7387,0.2975,0.5128,-0.2153
puspuspuscaltesjnz,15494,0.7528,0.9682,-0.2154
or_andsubjz_,3718,0.0913,0.3068,-0.2155
movmovandandor_jnz,6077,0.2237,0.4394,-0.2157
movmovsubcmpjl_,7244,0.2892,0.505,-0.2158
xorpuspuspuspuspuspuspuscalmov...,3539,0.0809,0.297,-0.2161
puscalmovpopcmpjz_,4161,0.1158,0.332,-0.2162
or_pusmovshlpusor_movmovmovmov...,4510,0.1354,0.3516,-0.2162
andcaljmp,4213,0.1186,0.335,-0.2164
jnsnegpuspusmovmovaddcalmovmov...,2106,0,0.2169,-0.2169
puscaladdmovpusmovaddtesjz_,2106,0,0.2169,-0.2169
movpuspopsubjz_,3450,0.0753,0.2926,-0.2173
pusmovxorpuspuspusmovincjnz,33218,1.7473,1.9647,-0.2174
subsubjnz,4513,0.1348,0.3524,-0.2176
subaddcmpjnbor_cmpjb_,3225,0.0623,0.2802,-0.2179
movmovmovmovxorjmp,5792,0.2063,0.4246,-0.2183
leapusmovpuscalpoppoptesjz_,3379,0.0707,0.2891,-0.2184
movpusmovmovcmpjnz,11232,0.5115,0.7304,-0.2189
movandcmpja_,10362,0.4626,0.6816,-0.219
movmovmovmovmovpuspusjmp,2136,0.0005,0.2195,-0.219
puspoppoppopret,4399,0.1275,0.3467,-0.2192
movtesjnsandmovjmp,3250,0.063,0.2822,-0.2192
movcalmovcalmovcalmovtesjz_,3591,0.0821,0.3014,-0.2193
movmovcalmovmovcmpjb_,4679,0.1432,0.3625,-0.2193
pussubmovmovtesjnz,10893,0.4922,0.7116,-0.2194
calmovcalmovpopret,3196,0.0598,0.2793,-0.2195
calpuspuspuspuspusmovcaladdor_...,8180,0.3397,0.5593,-0.2196
movandpoppoppoplearet,4737,0.1462,0.366,-0.2198
calmovcalmovpuspuspuspuspuscal...,4654,0.1414,0.3614,-0.22
movshladdmovshladdmovandshrjz_,4239,0.1179,0.3383,-0.2204
adddecjnz,27079,1.4008,1.6213,-0.2205
movxordecjz_,2700,0.0314,0.2519,-0.2205
incincaddcmpjl_,4916,0.1558,0.3764,-0.2206
pusmovcalmovmovcaljmp,3985,0.1034,0.3242,-0.2208
addmovdecjmp,4442,0.129,0.3499,-0.2209
movpuspusmovcaladdmovmovpusmov...,2152,0,0.2216,-0.2216
movmovmovxormovmovmovleasarcmp...,2158,0,0.2222,-0.2222
pusleapuscalmovaddtesjnz,2230,0.004,0.2263,-0.2223
notmovjmp,4907,0.1543,0.3767,-0.2224
pusleapuspuscaltesjz_,6265,0.2304,0.4532,-0.2228
pusmovandtesjnz,2632,0.0263,0.2491,-0.2228
movcalxorjmp,18982,0.9446,1.1675,-0.2229
movmovsubcmpjnz,5308,0.1765,0.3995,-0.223
puspusandandcmppoppopjnz,3626,0.0817,0.3053,-0.2236
movpusmovpusmovxormovpuscalmov...,3257,0.0608,0.2847,-0.2239
movcalinccmpjb_,4108,0.1084,0.3327,-0.2243
lealeamovmovcmpjnz,4081,0.1069,0.3312,-0.2243
leamovmovlealeadecjnz,2614,0.0245,0.2488,-0.2243
movleasubcmpja_,2841,0.0372,0.2616,-0.2244
calmovcalandor_jmp,3290,0.0622,0.287,-0.2248
movcalmovmovcalcmpsetjmp,3233,0.0589,0.2838,-0.2249
xormovaddmovandmovmovjz_,2184,0,0.2249,-0.2249
calmovcalandor_poppoppopret,2680,0.0278,0.2528,-0.225
leacaltesjle,4073,0.106,0.3311,-0.2251
movpussubmovmovmovmovmovtesjz_,4874,0.1508,0.3763,-0.2255
lealeamovinctesjnz,4795,0.1463,0.3718,-0.2255
puscalmovmovjmp,8974,0.3809,0.6067,-0.2258
cdqmovaddjmp,4150,0.1099,0.3358,-0.2259
movmovmovmovmovmovmovcmpjle,4342,0.1205,0.3467,-0.2262
subsubaddaddmovjmp,2218,0.001,0.2276,-0.2266
movcmpcmomovcmpjz_,3872,0.0937,0.3207,-0.227
puspopsubjz_,4906,0.1516,0.3788,-0.2272
addjo_,6549,0.2438,0.4712,-0.2274
decsubsbbxorsubsbbnegnegsbbmov...,4001,0.1007,0.3281,-0.2274
puscalmovpusmovcalcmpjz_,2535,0.0182,0.2459,-0.2277
movpuspuspuspusmovcalcmpjz_,2295,0.0046,0.2325,-0.2279
movpuspusmovcaladdmovpuspuspus...,2214,0,0.228,-0.228
movpussubmovleamovlealeacalmov...,3011,0.0446,0.2729,-0.2283
stotesjz_,4174,0.1099,0.3383,-0.2284
puspopcmpjl_,2885,0.0374,0.2659,-0.2285
subcalleaaddjmp,5914,0.2075,0.4361,-0.2286
movmovmovor_jz_,9067,0.3845,0.6133,-0.2288
addinccmpjz_,3568,0.0756,0.3044,-0.2288
incmovpuspuscalmovmovcmpjb_,3234,0.0566,0.2859,-0.2293
poplearet,7754,0.3101,0.5401,-0.23
movmovpuspuscaljmp,5699,0.1945,0.4248,-0.2303
poppopleapopret,5011,0.1558,0.3862,-0.2304
calmovmovmovpoppopxorpopcalmov...,4000,0.099,0.3294,-0.2304
movor_movmovandjz_,4890,0.1489,0.3795,-0.2306
movpuspusmovcaladdmovleapuscal...,2239,0,0.2306,-0.2306
or_leamovjmp,2909,0.0376,0.2683,-0.2307
pusmovpuspusmovpusmovmovcalpus...,2240,0,0.2307,-0.2307
addcmpjg_,14098,0.6657,0.897,-0.2313
xormovmovshlmovor_movmovmovmov...,2665,0.0235,0.2549,-0.2314
movleamovmovnopnopmovmovmovcal...,2247,0,0.2314,-0.2314
calmovmovcalmovaddmovmovcmpjnb...,2247,0,0.2314,-0.2314
xorleadivcmpjb_,3645,0.0785,0.31,-0.2315
xorxormovmuladdmovadcincmovcmp...,5196,0.1656,0.3971,-0.2315
leamovmovjmp,41309,2.1939,2.4257,-0.2318
movpopxchmovmovret,4672,0.1358,0.3679,-0.2321
puscalmovmovtesjz_,14739,0.7012,0.9335,-0.2323
movaddpuspuspuspuscalmovaddmov...,2260,0,0.2327,-0.2327
pusmovcalpuscalpopmovpopret,2930,0.0376,0.2704,-0.2328
movdeccmpsetcmpjl_,3264,0.0564,0.2892,-0.2328
inctesmovjz_,2612,0.0196,0.2526,-0.233
bt_jnbtesjnz,4056,0.1007,0.3337,-0.233
puspuspuscalxorpopret,3138,0.0492,0.2822,-0.233
addaddcmpjb_,12441,0.5714,0.805,-0.2336
movmovxorcalpusmovpuspuspuscal...,3724,0.0816,0.3155,-0.2339
subsarjmp,9744,0.4197,0.6537,-0.234
caltesjg_,5769,0.1964,0.4304,-0.234
puscalandxorpopmovmovmovpoppop...,2951,0.0379,0.2723,-0.2344
pusleasubsbbnotandmovandcmpjb_,4649,0.1332,0.3677,-0.2345
subtesjmp,4699,0.1359,0.3706,-0.2347
movpusmovsubcmpjnz,3508,0.0688,0.3039,-0.2351
movcalpusmovor_calmovmovlearet,2461,0.01,0.2451,-0.2351
movmovxorcalpusmovmovpusmovpus...,3684,0.0786,0.3139,-0.2353
movimuaddaddcmpjb_,3730,0.0811,0.3165,-0.2354
puspuspusmovpuspuspuspuspusmov...,3686,0.0786,0.3141,-0.2355
pusmovmovpopjmp,5491,0.1799,0.4155,-0.2356
puspuscalfldpoppopjmp,3480,0.0669,0.3026,-0.2357
pussubmovaddcalleacalleaaddpop...,2470,0.0101,0.2459,-0.2358
movmovpoppopxorpopcalmovpopret,5517,0.1812,0.4172,-0.236
movleamovnegcmpjl_,2660,0.0206,0.2567,-0.2361
fstfstfldret,4300,0.1127,0.3489,-0.2362
pusmovtespusmovmovjz_,10509,0.4612,0.6979,-0.2367
leapoppopret,8336,0.3391,0.5758,-0.2367
movmovxoraddret,5207,0.1631,0.4003,-0.2372
lealeacalcmpjnz,4247,0.1091,0.3464,-0.2373
puscalmovmovmovinctesjnz,2304,0,0.2373,-0.2373
leacdqjmp,2594,0.0162,0.2536,-0.2374
fxcfstfldtesjz_,4028,0.0966,0.3343,-0.2377
pusleapuspuspuspuscaltesjz_,5103,0.1569,0.3947,-0.2378
callealeajmp,2437,0.0072,0.245,-0.2378
movorpjmp,2719,0.0227,0.261,-0.2383
puspuspuspuscalcmpjz_,8228,0.3319,0.5707,-0.2388
calmovmovmovmovmovpuscalmovmov...,2320,0,0.2389,-0.2389
incmovnegnegsbbmovmovmovor_jge,4944,0.1473,0.3864,-0.2391
or_movmovcaljmp,3995,0.0939,0.3331,-0.2392
movmovmovmovmovleamovor_movjz_,3809,0.0834,0.3227,-0.2393
leamovmovmovincdecjnz,3426,0.0618,0.3013,-0.2395
movmovmovpuscalxorxorxorxorxor...,3781,0.0816,0.3214,-0.2398
addmovmovshrmovshlshrshlor_shr...,2500,0.0096,0.2494,-0.2398
puspuspuspusmovxorxorxorxorxor...,3782,0.0816,0.3215,-0.2399
movmovaddshraddmovshrleaaddor_...,2583,0.0142,0.2541,-0.2399
movmovmovor_movcmpjnz,2584,0.0142,0.2542,-0.24
btscmpjnz,2993,0.0372,0.2772,-0.24
ucojp_jnz,5177,0.1598,0.4,-0.2402
pusmovcalmovcaljmp,5003,0.15,0.3902,-0.2402
negmovpoppoppoplearet,3978,0.0924,0.3326,-0.2402
submovmovleatesjz_,3482,0.0641,0.3051,-0.241
pusmovmovcalandmovpopxorpopret,2340,0,0.241,-0.241
movinccmpjz_,16321,0.7851,1.0265,-0.2414
cmpjnbmovsubmovmovjs_,2481,0.0077,0.2491,-0.2414
movimumovleamovjmp,6062,0.2087,0.4503,-0.2416
movor_movmovjmp,5462,0.175,0.4166,-0.2416
puspuspusmovmovmovpuspuspuspus...,3779,0.0803,0.3222,-0.2419
movxormovmovaddcaljmp,2376,0.0015,0.2434,-0.2419
movxorcmpjz_,30306,1.5703,1.8123,-0.242
movcalmovpoppopxormovpopmovpop...,2384,0.0017,0.2441,-0.2424
puspuscalmovor_xorjmp,4518,0.1215,0.364,-0.2425
leaaddpopret,7266,0.2757,0.5185,-0.2428
leamovcalleamovcalmovcaltesjnz,2593,0.0132,0.256,-0.2428
leaxormovmovcalnopjmp,2372,0.0007,0.2436,-0.2429
addpuscalret,12426,0.5654,0.8085,-0.2431
andmovmovmovshljmp,2366,0.0002,0.2434,-0.2432
movpopmovxorpoppoppopret,2402,0.0022,0.2455,-0.2433
movmovmovpuspuspussubmovmovmov...,2364,0,0.2434,-0.2434
movandshlandor_movshlmovor_add...,2364,0,0.2434,-0.2434
movmovmovincmovincmovmovmovmov...,2364,0,0.2434,-0.2434
movxoror_movaddcaljmp,2364,0,0.2434,-0.2434
movpussubmovmovcalmovleamovmov...,2364,0,0.2434,-0.2434
movor_calmovjmp,2489,0.0062,0.2512,-0.245
imuoutjnz,2379,0,0.245,-0.245
movmovmovmovmovmovmovmovincmov...,2394,0.0007,0.2459,-0.2452
movpuspuspusmovtesjnz,2474,0.0051,0.2505,-0.2454
calxorpopret,5134,0.1545,0.4,-0.2455
movmovpussubxorcmpmovmovjbe,2391,0.0004,0.2459,-0.2455
movcalleamovcaltesmovjnz,2404,0.001,0.2467,-0.2457
addaddbt_jnbmovsubcmpjnz,2400,0.0005,0.2467,-0.2462
puspuscaltesjnz,35517,1.8606,2.107,-0.2464
leasubmovdecmovinctesjnz,2835,0.0248,0.2712,-0.2464
calxormovjmp,3912,0.0853,0.3318,-0.2465
pusleapuspuspuscaljmp,5743,0.1873,0.4353,-0.248
leamovcalcmpjz_,22929,1.1524,1.4009,-0.2485
movcmpjnbmovaddcmpmovjz_,2441,0.0014,0.2502,-0.2488
puspusmovmovmovmovmovpuspuspus...,3882,0.0823,0.3312,-0.2489
incmovmovsubcmpjge,4229,0.1017,0.3507,-0.249
movmovxorincjmp,5663,0.1822,0.4314,-0.2492
movor_movmovmovmovmovmovjmp,4025,0.0901,0.3394,-0.2493
puscaladddecjnz,4630,0.1239,0.3735,-0.2496
leapuscalpoptesjnz,4992,0.1441,0.394,-0.2499
puspuspuscaladdret,19927,0.9828,1.233,-0.2502
movxormovmovsubcmpjle,2852,0.0236,0.274,-0.2504
movpusmovmovxorcmpjz_,4777,0.1316,0.3822,-0.2506
movcdqpuspuspuspuscaladdmovmov...,3143,0.0397,0.2906,-0.2509
puspuscalmovcmpjz_,12549,0.568,0.819,-0.251
puscalpuscalpoppopmovcmpjz_,4154,0.0964,0.3474,-0.251
movmovdeccmpjz_,5479,0.1707,0.422,-0.2513
puscalpuspuspuscaladdtesjz_,2653,0.0119,0.2633,-0.2514
movmovcmpjb_,73828,4.0098,4.2613,-0.2515
negandjz_,5200,0.1548,0.4064,-0.2516
decsubjnz,5376,0.1647,0.4163,-0.2516
incinctesjz_,3915,0.0826,0.3344,-0.2518
movmovpopmovaddret,2621,0.0099,0.2617,-0.2518
pusmovtesjnz,39169,2.0622,2.3151,-0.2529
puspuspuspuscaladdor_jz_,3630,0.0659,0.3189,-0.253
andincjmp,4873,0.1356,0.3888,-0.2532
movandor_jz_,6029,0.2004,0.4538,-0.2534
decmovincincmovtesjnz,3674,0.0681,0.3216,-0.2535
andmovtesjz_,30401,1.5693,1.8229,-0.2536
or_inccmpjbe,4047,0.089,0.3426,-0.2536
pusmovcaladdjmp,6257,0.213,0.4668,-0.2538
leamovcalmovmovjmp,6797,0.2433,0.4972,-0.2539
movleapuscaljmp,4963,0.1403,0.3942,-0.2539
movpopjmp,13218,0.6038,0.858,-0.2542
ldlswildcstlbr_,2509,0.0019,0.2568,-0.2549
submovcaltessetaddret,3373,0.0503,0.3054,-0.2551
movmovor_movjnz,6101,0.2033,0.4589,-0.2556
movmovpoppoppoppoppopmovpoppus...,6530,0.2274,0.483,-0.2556
movcalmovmovmovmovmovjmp,7600,0.2874,0.5431,-0.2557
movmovmovmovshrjmp,3350,0.0486,0.3045,-0.2559
movmovcalmovmovjmp,30439,1.5701,1.8262,-0.2561
puscalmovpopret,12589,0.567,0.8239,-0.2569
movor_jnz,13288,0.6062,0.8632,-0.257
xormovaddtesjnsxormovaddtesjns...,2496,0,0.257,-0.257
puspuscmpjnz,5987,0.1959,0.4533,-0.2574
movsubleamovleajmp,3851,0.0758,0.3334,-0.2576
puscalpuscalret,5932,0.1925,0.4504,-0.2579
xorxorret,8700,0.348,0.6059,-0.2579
addcmpjle,11052,0.48,0.7381,-0.2581
movmulret,6044,0.1987,0.4568,-0.2581
leapuspuspuscaladdtesjnz,6371,0.2169,0.4753,-0.2584
pusmulmovmovmuladdmovmuladdpop...,6022,0.1972,0.4558,-0.2586
movandmovsarshladdjmp,4454,0.1091,0.3677,-0.2586
bt_jnbmovsubleamovleabt_jnbmov...,3821,0.0734,0.3323,-0.2589
bt_jnbmovsubleamovleabt_jnbmov...,3821,0.0734,0.3323,-0.2589
movmovpopmovpoppopret,5397,0.1613,0.4214,-0.2601
puspuscalpuscaltesjz_,5275,0.154,0.4149,-0.2609
pusmovmovcmpja_,5132,0.1459,0.4069,-0.261
ja_,41190,2.1713,2.4323,-0.261
pusmovpuspuspuspuspuspuspuscal...,3990,0.0816,0.3429,-0.2613
leamovcmpja_,12111,0.5376,0.7992,-0.2616
addcmpjl_,21552,1.0677,1.3296,-0.2619
pusmovsubandfstmovcallearet,4089,0.0865,0.349,-0.2625
pusmovor_jnz,5716,0.1777,0.4405,-0.2628
movcalmovmovcalmovaddpopret,5755,0.1797,0.4429,-0.2632
popxorpopaddret,10129,0.4251,0.6888,-0.2637
movor_andmovjmp,4657,0.1176,0.3815,-0.2639
fldtesjz_,6035,0.1946,0.4593,-0.2647
puspusmovmovmovmovmovaddcmpjbe,3723,0.0646,0.3295,-0.2649
pusor_calpopmovjmp,2575,0.0001,0.2651,-0.265
calcmpjnbmovmovtesjnz,3820,0.0699,0.3351,-0.2652
xoror_jmp,4152,0.0884,0.3539,-0.2655
movmovpopmovpoppoppopret,5799,0.1809,0.4464,-0.2655
movandmovpoppoppopmovpopret,4183,0.0901,0.3557,-0.2656
inctesjnz,30413,1.5634,1.8291,-0.2657
movincmovjmp,22295,1.1071,1.3733,-0.2662
or_poppoppoplearet,6522,0.2211,0.4874,-0.2663
movshlnottesjmp,3112,0.0287,0.2966,-0.2679
incleapuspuscalcmpmovmovmovjnz,2613,0.0004,0.2688,-0.2684
calinccmpjb_,3795,0.0667,0.3352,-0.2685
puscaladdmovpuspusmovcalcmpjz_,2611,0,0.2689,-0.2689
puspuscaladdmovpoppoppopmovxor...,2850,0.0133,0.2824,-0.2691
calmovor_or_jmp,3763,0.0645,0.3337,-0.2692
movincpuspuscaladdtesjz_,2921,0.0172,0.2865,-0.2693
or_cmpjz_,32630,1.6859,1.9553,-0.2694
puspuscaladdpoppoppoppopaddret,4407,0.1006,0.37,-0.2694
imumovjnz,2625,0.0005,0.2699,-0.2694
pusmovmovcalpoptesjnz,3400,0.0437,0.3137,-0.27
pusmovpusjmp,4613,0.1118,0.3818,-0.27
puspopmovcmpjb_,3412,0.0444,0.3144,-0.27
subjo_,3779,0.0649,0.3351,-0.2702
pusmovpuspuspusmovpusmovmovcmp...,3813,0.0667,0.337,-0.2703
leapuspuspuscaladdpuspuspuspus...,4068,0.0808,0.3516,-0.2708
puspuspuspuspuspuspuspusleamov...,2636,0,0.2714,-0.2714
movaddmovmovjmp,11176,0.4796,0.7512,-0.2716
fstfldmovcmpjnz,4536,0.1057,0.3791,-0.2734
movimusarmovshraddimucmpjnz,3504,0.0476,0.3212,-0.2736
pusleacalmovcmpjnz,6619,0.2224,0.4962,-0.2738
puscaladdpopaddpusmovtesjz_,2660,0,0.2739,-0.2739
or_xordivcmpja_,3468,0.0451,0.3195,-0.2744
popmovpoppoppopret,9533,0.3857,0.6603,-0.2746
puscalleamovcmpjz_,3822,0.0645,0.3398,-0.2753
pusmovpuspusmovmovmovmovmovadd...,6605,0.2207,0.4962,-0.2755
puscalpopandjmp,4837,0.1207,0.3975,-0.2768
pusmovpusmovpusmovcmpjz_,6860,0.2342,0.5113,-0.2771
or_movpopret,8333,0.3167,0.5942,-0.2775
movmovpopmovmovret,2930,0.0132,0.2907,-0.2775
movandsarshladdjmp,4122,0.0801,0.3577,-0.2776
xortessetleamovjmp,15507,0.7194,0.9974,-0.278
puscalpopxorjmp,10545,0.4401,0.7192,-0.2791
puspuspuscaladdcmpjz_,16649,0.7829,1.0621,-0.2792
addaddcmpjz_,6119,0.1913,0.4707,-0.2794
leacalleamovcalmovtesjs_,2790,0.0042,0.2838,-0.2796
poppoppopxorret,6439,0.2091,0.4888,-0.2797
puscalfldjmp,2729,0.0007,0.2804,-0.2797
addincmovcmpjl_,3492,0.0435,0.3233,-0.2798
movpusmovpuspuspuspuspuscaladd...,5468,0.1539,0.4349,-0.281
movnottesjnz,5756,0.1699,0.4511,-0.2812
ldcduppopldlldcmulxorbr_,2732,0,0.2813,-0.2813
xormovmovmovmovtesjz_,9976,0.4066,0.6885,-0.2819
movpussubxormovcmpjbe,3227,0.0274,0.3094,-0.282
fstfldtesjz_,4817,0.1167,0.3988,-0.2821
calmovxorpopcalmovpopret,4218,0.0827,0.3655,-0.2828
movcalmovmovjmp,45186,2.3838,2.6667,-0.2829
popmovpoppopret,17048,0.8033,1.0862,-0.2829
movmovpopmovmovmovmovaddret,2774,0.0011,0.2847,-0.2836
pusleapuspusleapuspuscaltesjz_,4827,0.1158,0.4006,-0.2848
movsubmovmovaddtesjz_,3505,0.0415,0.3263,-0.2848
ldcstlldcstlldcstlbr_,2918,0.0085,0.2934,-0.2849
popaddpoppoppopret,5740,0.1663,0.4525,-0.2862
xorcmpsetjmp,8346,0.3125,0.599,-0.2865
movcmpjnbjmp,4636,0.1041,0.3907,-0.2866
pusmovpuspuspusmovor_jz_,4955,0.1217,0.4088,-0.2871
cmpsbbandcalmovtesjz_,4673,0.1059,0.393,-0.2871
movincmovcmpjle,4080,0.0722,0.36,-0.2878
movpuscaljmp,37167,1.9304,2.2187,-0.2883
calandmovjmp,3459,0.037,0.3254,-0.2884
puscaladdcmpjz_,18470,0.88,1.1687,-0.2887
fldpopret,8090,0.2965,0.586,-0.2895
puscalpusmovcalpoppopcmpjz_,4068,0.0703,0.3603,-0.29
movmovmovleasarcmpjg_,2826,0.0005,0.2906,-0.2901
pusmovpuspuscalpoppoppopret,6369,0.1993,0.4898,-0.2905
subcaltessetaddret,4335,0.085,0.3756,-0.2906
puscalpopmovcmpjnz,20943,1.0177,1.3086,-0.2909
anddecsubtesjge,6369,0.1985,0.4905,-0.292
puspusleapuspuscaladdtesjnz,5841,0.1679,0.4615,-0.2936
xorpoppoppopmovpopret,23194,1.1426,1.4363,-0.2937
caladdcmpjnz,10421,0.4249,0.7191,-0.2942
ldcdupbr.,2868,0.0002,0.2951,-0.2949
leaxormovmovmovcaltesjz_,3118,0.014,0.3094,-0.2954
movpussubmovmovcaltesjnz,4597,0.097,0.3925,-0.2955
movleaxormovmovmovcaltesjz_,3107,0.0133,0.3088,-0.2955
movsubmovdecmovinctesjnz,3347,0.0268,0.3223,-0.2955
subfstcalcaladdret,4789,0.1078,0.4034,-0.2956
puscalshladdmovmovmovtesjz_,2873,0,0.2959,-0.2959
leaandmovjmp,9152,0.3524,0.6487,-0.2963
or_andjz_,6020,0.1763,0.473,-0.2967
movmovxordecmovinctesmovjnz,3814,0.0524,0.3491,-0.2967
cmpjnbcmpjz_,13748,0.61,0.9074,-0.2974
pusmovpuspuspuspuspuspuspuspus...,5734,0.1598,0.4573,-0.2975
subcmpjg_,6526,0.2043,0.5018,-0.2975
movmovcalleamovjmp,4267,0.0771,0.3751,-0.298
movmovcalmovmovmovmovmovaddpop...,5512,0.1469,0.4452,-0.2983
incshrtesmovjz_,3682,0.044,0.3425,-0.2985
movmovandmovcmpjnz,6579,0.2064,0.5055,-0.2991
submovmovinctesjz_,3511,0.034,0.3332,-0.2992
movmovor_jnz,6658,0.2106,0.5101,-0.2995
leamovcalnopjmp,6500,0.2017,0.5013,-0.2996
movmovleamovmovmovmovmovpopret,3121,0.0119,0.3115,-0.2996
pussubmovmovmovcalmovcaltesjnz,3057,0.0077,0.3084,-0.3007
movmovpoppopmovmovret,3019,0.0054,0.3064,-0.301
movpuscalmovaddmovret,3048,0.0068,0.3082,-0.3014
puspusleapuscaladdcmpjz_,5132,0.1238,0.4253,-0.3015
puspuscalcalmovmovtesjz_,4517,0.0892,0.3908,-0.3016
andmovmovshlor_movandshlor_mov...,2977,0.0027,0.3043,-0.3016
andmovmovshlor_movandshlor_mov...,2977,0.0027,0.3043,-0.3016
andmovmovshlor_movandshlor_add...,2976,0.0026,0.3043,-0.3017
movcalmovcalmovcalnopjmp,2987,0.0027,0.3053,-0.3026
movcmpmovjg_,6768,0.215,0.5178,-0.3028
movmovcalxaddecjnz,5719,0.156,0.459,-0.303
movmovxordivmovmovdivmovjmp,6799,0.2164,0.5198,-0.3034
andmovmovshlor_movandshlor_mov...,2962,0.0009,0.3043,-0.3034
andmovmovshlor_movandshlor_mov...,2962,0.0009,0.3043,-0.3034
calpuspuspuspuspusmovcaladdcmp...,8603,0.3176,0.6213,-0.3037
movincmovmovmovmovmovmovmovmov...,2955,0,0.3043,-0.3043
movleacaltesjz_,52229,2.7674,3.0723,-0.3049
andmovmovmovmovmovshrmovaddadd...,6815,0.2165,0.5214,-0.3049
leaaddinccmpjl_,3121,0.0088,0.3141,-0.3053
cmpjnbxorincjmp,4193,0.0687,0.3745,-0.3058
puspuscaladdmovmovmovmovcmpjb_,3439,0.0262,0.3323,-0.3061
movandaddpopret,5300,0.1306,0.4369,-0.3063
negnegsbbpoppoppopret,5916,0.1651,0.4716,-0.3065
movpusmovpusmovandleapuscaltes...,2976,0,0.3065,-0.3065
movmovpussubmovmovmovmovmovcal...,3432,0.0255,0.3322,-0.3067
incmovnegnegsbbmovmovor_jnz,5909,0.1645,0.4714,-0.3069
movcalandmovmovmovmovmovxoradd...,2991,0.0005,0.3076,-0.3071
movmovmovaddsarcmpjg_,2988,0,0.3077,-0.3077
movpussubmovmovmovcalmovmovcal...,3000,0.0006,0.3084,-0.3078
pusmovmovtesjnz,31207,1.5845,1.8932,-0.3087
movpuspusmovcaladdmovcmpjz_,3789,0.0442,0.3533,-0.3091
pusleapuspuscaladdcmpjz_,7115,0.231,0.5402,-0.3092
